"month","day","hour","week","alloc_1","alloc_2"
2,12,6,TRUE,0,0
2,12,7,TRUE,0,0
2,12,8,TRUE,0.0664403256592459,0.933559674340754
2,12,9,TRUE,0.0787685696102062,0.921231430389794
2,12,10,TRUE,0.259049799184121,0.740950200815879
2,12,11,TRUE,0.034647664590772,0.965352335409228
2,12,12,TRUE,0.261602902071244,0.738397097928756
2,12,13,TRUE,0.418322076558589,0.581677923441411
2,12,14,TRUE,0.0578413783997583,0.942158621600242
2,12,15,TRUE,0.0518391356033459,0.948160864396654
2,12,16,TRUE,0.169155447601378,0.830844552398622
2,12,17,TRUE,0.00103391160275953,0.99896608839724
2,12,18,TRUE,0,0
2,12,19,TRUE,0,0
2,12,20,TRUE,0,0
2,12,21,TRUE,0,0
2,12,22,TRUE,0,0
2,12,23,TRUE,0,0
2,13,0,TRUE,0,0
2,13,1,TRUE,0,0
2,13,2,TRUE,0,0
2,13,3,TRUE,0,0
2,13,4,TRUE,0,0
2,13,5,TRUE,0,0
2,13,6,TRUE,0,0
2,13,7,TRUE,0,0
2,13,8,TRUE,0.0664403256592459,0.933559674340754
2,13,9,TRUE,0.0787685696102062,0.921231430389794
2,13,10,TRUE,0.259049799184121,0.740950200815879
2,13,11,TRUE,0.034647664590772,0.965352335409228
2,13,12,TRUE,0.261602902071244,0.738397097928756
2,13,13,TRUE,0.418322076558589,0.581677923441411
2,13,14,TRUE,0.0578413783997583,0.942158621600242
2,13,15,TRUE,0.0518391356033459,0.948160864396654
2,13,16,TRUE,0.169155447601378,0.830844552398622
2,13,17,TRUE,0.00103391160275953,0.99896608839724
2,13,18,TRUE,0,0
2,13,19,TRUE,0,0
2,13,20,TRUE,0,0
2,13,21,TRUE,0,0
2,13,22,TRUE,0,0
2,13,23,TRUE,0,0
2,14,0,TRUE,0,0
2,14,1,TRUE,0,0
2,14,2,TRUE,0,0
2,14,3,TRUE,0,0
2,14,4,TRUE,0,0
2,14,5,TRUE,0,0
2,14,6,TRUE,0,0
2,14,7,TRUE,0,0
2,14,8,TRUE,0.0664403256592459,0.933559674340754
2,14,9,TRUE,0.0787685696102062,0.921231430389794
2,14,10,TRUE,0.259049799184121,0.740950200815879
2,14,11,TRUE,0.034647664590772,0.965352335409228
2,14,12,TRUE,0.261602902071244,0.738397097928756
2,14,13,TRUE,0.418322076558589,0.581677923441411
2,14,14,TRUE,0.0578413783997583,0.942158621600242
2,14,15,TRUE,0.0518391356033459,0.948160864396654
2,14,16,TRUE,0.169155447601378,0.830844552398622
2,14,17,TRUE,0.00103391160275953,0.99896608839724
2,14,18,TRUE,0,0
2,14,19,TRUE,0,0
2,14,20,TRUE,0,0
2,14,21,TRUE,0,0
2,14,22,TRUE,0,0
2,14,23,TRUE,0,0
2,15,0,FALSE,0,0
2,15,1,FALSE,0,0
2,15,2,FALSE,0,0
2,15,3,FALSE,0,0
2,15,4,FALSE,0,0
2,15,5,FALSE,0,0
2,15,6,FALSE,0,0
2,15,7,FALSE,0,0
2,15,8,FALSE,0.0761625882138366,0.923837411786163
2,15,9,FALSE,0.2294513733888,0.7705486266112
2,15,10,FALSE,0.00588962627753796,0.994110373722462
2,15,11,FALSE,0.373374599398299,0.626625400601701
2,15,12,FALSE,0.252654688085366,0.747345311914634
2,15,13,FALSE,0.00637772776543659,0.993622272234563
2,15,14,FALSE,0.0382185896969237,0.961781410303076
2,15,15,FALSE,0.172231519261051,0.827768480738949
2,15,16,FALSE,0.178629921033209,0.821370078966791
2,15,17,FALSE,0.549364510139237,0.450635489860763
2,15,18,FALSE,0,0
2,15,19,FALSE,0,0
2,15,20,FALSE,0,0
2,15,21,FALSE,0,0
2,15,22,FALSE,0,0
2,15,23,FALSE,0,0
2,16,0,FALSE,0,0
2,16,1,FALSE,0,0
2,16,2,FALSE,0,0
2,16,3,FALSE,0,0
2,16,4,FALSE,0,0
2,16,5,FALSE,0,0
2,16,6,FALSE,0,0
2,16,7,FALSE,0,0
2,16,8,FALSE,0.0761625882138366,0.923837411786163
2,16,9,FALSE,0.2294513733888,0.7705486266112
2,16,10,FALSE,0.00588962627753796,0.994110373722462
2,16,11,FALSE,0.373374599398299,0.626625400601701
2,16,12,FALSE,0.252654688085366,0.747345311914634
2,16,13,FALSE,0.00637772776543659,0.993622272234563
2,16,14,FALSE,0.0382185896969237,0.961781410303076
2,16,15,FALSE,0.172231519261051,0.827768480738949
2,16,16,FALSE,0.178629921033209,0.821370078966791
2,16,17,FALSE,0.549364510139237,0.450635489860763
2,16,18,FALSE,0,0
2,16,19,FALSE,0,0
2,16,20,FALSE,0,0
2,16,21,FALSE,0,0
2,16,22,FALSE,0,0
2,16,23,FALSE,0,0
2,17,0,TRUE,0,0
2,17,1,TRUE,0,0
2,17,2,TRUE,0,0
2,17,3,TRUE,0,0
2,17,4,TRUE,0,0
2,17,5,TRUE,0,0
2,17,6,TRUE,0,0
2,17,7,TRUE,0,0
2,17,8,TRUE,0.0664403256592459,0.933559674340754
2,17,9,TRUE,0.0787685696102062,0.921231430389794
2,17,10,TRUE,0.259049799184121,0.740950200815879
2,17,11,TRUE,0.034647664590772,0.965352335409228
2,17,12,TRUE,0.261602902071244,0.738397097928756
2,17,13,TRUE,0.418322076558589,0.581677923441411
2,17,14,TRUE,0.0578413783997583,0.942158621600242
2,17,15,TRUE,0.0518391356033459,0.948160864396654
2,17,16,TRUE,0.169155447601378,0.830844552398622
2,17,17,TRUE,0.00103391160275953,0.99896608839724
2,17,18,TRUE,0,0
2,17,19,TRUE,0,0
2,17,20,TRUE,0,0
2,17,21,TRUE,0,0
2,17,22,TRUE,0,0
2,17,23,TRUE,0,0
2,18,0,TRUE,0,0
2,18,1,TRUE,0,0
2,18,2,TRUE,0,0
2,18,3,TRUE,0,0
2,18,4,TRUE,0,0
2,18,5,TRUE,0,0
2,18,6,TRUE,0,0
2,18,7,TRUE,0,0
2,18,8,TRUE,0.0664403256592459,0.933559674340754
2,18,9,TRUE,0.0787685696102062,0.921231430389794
2,18,10,TRUE,0.259049799184121,0.740950200815879
2,18,11,TRUE,0.034647664590772,0.965352335409228
2,18,12,TRUE,0.261602902071244,0.738397097928756
2,18,13,TRUE,0.418322076558589,0.581677923441411
2,18,14,TRUE,0.0578413783997583,0.942158621600242
2,18,15,TRUE,0.0518391356033459,0.948160864396654
2,18,16,TRUE,0.169155447601378,0.830844552398622
2,18,17,TRUE,0.00103391160275953,0.99896608839724
2,18,18,TRUE,0,0
2,18,19,TRUE,0,0
2,18,20,TRUE,0,0
2,18,21,TRUE,0,0
2,18,22,TRUE,0,0
2,18,23,TRUE,0,0
2,19,0,TRUE,0,0
2,19,1,TRUE,0,0
2,19,2,TRUE,0,0
2,19,3,TRUE,0,0
2,19,4,TRUE,0,0
2,19,5,TRUE,0,0
2,19,6,TRUE,0,0
2,19,7,TRUE,0,0
2,19,8,TRUE,0.0664403256592459,0.933559674340754
2,19,9,TRUE,0.0787685696102062,0.921231430389794
