"month","day","hour","week","alloc_1","alloc_2","alloc_3","alloc_4","alloc_5","alloc_6","alloc_7","alloc_8"
7,19,11,FALSE,0.0864005812978266,0.00705174120573521,0.138522276791978,0.103852393840564,0.183310467579211,0.206105687802848,0.252685762405742,0.022071089076094
7,19,12,FALSE,0.0850228282686804,0.00835775099333912,0.132479214772567,0.10158413853277,0.194005662760914,0.195945365641297,0.260332913219047,0.022272125811386
7,19,13,FALSE,0.0854065996502512,0.0071992334177027,0.129147370246553,0.098753293816289,0.194050866943684,0.198928849350985,0.264449777141167,0.0220640094333682
7,19,14,FALSE,0.0997707068212022,0.00508762035541996,0.126636177841036,0.120649656093748,0.200301976922991,0.0934380212257524,0.328233572425255,0.0258822683145961
7,19,15,FALSE,0.101861842233631,0.00460240494447402,0.134367825178843,0.124928037095892,0.170593962417727,0.0620563555887458,0.368323706540797,0.0332658659998907
7,19,16,FALSE,0.0979571951378359,0.00898766708153331,0.12610811737913,0.133234855911731,0.155404750664411,0.0827384855028138,0.363883648723497,0.0316852795990473
7,19,17,FALSE,0.0979168662586134,0.0129498031647008,0.138690037743429,0.12878112524099,0.133343455815981,0.101258507491764,0.355369081062314,0.0316911232222072
7,19,18,FALSE,0.100877561771705,0.0143971223979331,0.131684265146698,0.13581207363646,0.126832616097816,0.0946498792695179,0.377143265825643,0.0186032158542278
7,19,19,FALSE,0.096276932560794,0.010262066935267,0.157338490050503,0.124358212414145,0.118556509096516,0.102092747995775,0.370950536297596,0.020164504649405
7,19,20,FALSE,0,0,0,0,0,0,0,0
7,19,21,FALSE,0,0,0,0,0,0,0,0
7,19,22,FALSE,0,0,0,0,0,0,0,0
7,19,23,FALSE,0,0,0,0,0,0,0,0
7,20,0,TRUE,0,0,0,0,0,0,0,0
7,20,1,TRUE,0,0,0,0,0,0,0,0
7,20,2,TRUE,0,0,0,0,0,0,0,0
7,20,3,TRUE,0,0,0,0,0,0,0,0
7,20,4,TRUE,0,0,0,0,0,0,0,0
7,20,5,TRUE,0,0,0,0,0,0,0,0
7,20,6,TRUE,0.0870845821169662,0.00167060894111876,0.0873132002207628,0.0648131164316688,0.0650393513322224,0.082899528189911,0.603110128173821,0.00806948459352909
7,20,7,TRUE,0.0813261160473029,0.00238503783707227,0.074980878397265,0.0730140741973886,0.110909363071559,0.0762691019724309,0.564416429166917,0.0166989993100644
7,20,8,TRUE,0.0814267135537567,0.00388261283383205,0.0633340632440983,0.0724688085976416,0.114363950088428,0.0685647458579086,0.568385279592645,0.0275738262316896
7,20,9,TRUE,0.0801773163328047,0.00428131213332065,0.0657809586960255,0.0825080628454172,0.112672597720544,0.0682961482168725,0.561055183737392,0.0252284203176235
7,20,10,TRUE,0.0798823558516943,0.00516509605132959,0.0691356152335599,0.0716964918498403,0.104624627444282,0.063779937161852,0.58529483334878,0.0204210430586618
7,20,11,TRUE,0.0769169144375772,0.00559798668289495,0.0803169021395478,0.0721311565631953,0.0905095285818287,0.0924231144859449,0.566787648588458,0.0153167485205529
7,20,12,TRUE,0.069944718289676,0.00663044031267596,0.0908315132631454,0.072303125585837,0.0923297485632547,0.0906076882786418,0.563576766523946,0.013775999182823
7,20,13,TRUE,0.0674653362369328,0.0065186084025528,0.120655585216689,0.0702809352942788,0.0876897049910077,0.0831030203276781,0.551653622005327,0.0126331875255338
7,20,14,TRUE,0.0707889786271412,0.0053388944128967,0.117072391671912,0.0810605323586821,0.0839302312124727,0.0798898587004681,0.548869045781874,0.0130500672345532
7,20,15,TRUE,0.0630883248447946,0.0032379943341534,0.115676113966803,0.0702751305143292,0.0958317284874291,0.0596930709591544,0.577839426361608,0.0143582105317282
7,20,16,TRUE,0.0601223977107381,0.00525087595090473,0.0885818714779335,0.0619385647178655,0.101483906671329,0.0626664348911248,0.605700112611052,0.0142558359690524
7,20,17,TRUE,0.0526210164646428,0.0062131226465359,0.0809198320627137,0.0544822912064752,0.103601949667026,0.0596215405316058,0.624158790769196,0.0183814566518047
7,20,18,TRUE,0.048602784168388,0.00548930143102822,0.0578138812478783,0.0526745301664376,0.113037836613025,0.0629148838854442,0.649142326822449,0.0103244556653497
7,20,19,TRUE,0.0397048594202519,0.00415830634000335,0.0502138773706429,0.0546025455936208,0.122310603515928,0.0726262222571603,0.647632901474144,0.00875068402824863
7,20,20,TRUE,0,0,0,0,0,0,0,0
7,20,21,TRUE,0,0,0,0,0,0,0,0
7,20,22,TRUE,0,0,0,0,0,0,0,0
7,20,23,TRUE,0,0,0,0,0,0,0,0
7,21,0,TRUE,0,0,0,0,0,0,0,0
7,21,1,TRUE,0,0,0,0,0,0,0,0
7,21,2,TRUE,0,0,0,0,0,0,0,0
7,21,3,TRUE,0,0,0,0,0,0,0,0
7,21,4,TRUE,0,0,0,0,0,0,0,0
7,21,5,TRUE,0,0,0,0,0,0,0,0
7,21,6,TRUE,0.0870845821169662,0.00167060894111876,0.0873132002207628,0.0648131164316688,0.0650393513322224,0.082899528189911,0.603110128173821,0.00806948459352909
7,21,7,TRUE,0.0813261160473029,0.00238503783707227,0.074980878397265,0.0730140741973886,0.110909363071559,0.0762691019724309,0.564416429166917,0.0166989993100644
7,21,8,TRUE,0.0814267135537567,0.00388261283383205,0.0633340632440983,0.0724688085976416,0.114363950088428,0.0685647458579086,0.568385279592645,0.0275738262316896
7,21,9,TRUE,0.0801773163328047,0.00428131213332065,0.0657809586960255,0.0825080628454172,0.112672597720544,0.0682961482168725,0.561055183737392,0.0252284203176235
7,21,10,TRUE,0.0798823558516943,0.00516509605132959,0.0691356152335599,0.0716964918498403,0.104624627444282,0.063779937161852,0.58529483334878,0.0204210430586618
7,21,11,TRUE,0.0769169144375772,0.00559798668289495,0.0803169021395478,0.0721311565631953,0.0905095285818287,0.0924231144859449,0.566787648588458,0.0153167485205529
7,21,12,TRUE,0.069944718289676,0.00663044031267596,0.0908315132631454,0.072303125585837,0.0923297485632547,0.0906076882786418,0.563576766523946,0.013775999182823
7,21,13,TRUE,0.0674653362369328,0.0065186084025528,0.120655585216689,0.0702809352942788,0.0876897049910077,0.0831030203276781,0.551653622005327,0.0126331875255338
7,21,14,TRUE,0.0707889786271412,0.0053388944128967,0.117072391671912,0.0810605323586821,0.0839302312124727,0.0798898587004681,0.548869045781874,0.0130500672345532
